,date,tweet,user_id,username,Sentiments
15,2019-12-30 23:59:54,ColeWolfsson If you doing it properlyand know enough about those people then yes it may work like this Otherwise it will most certainly work opposite Do you think telling people they are a waste of oxygen is a good way to moralize Who are we to tell others how they should live anyway,1060253555980988417,AAntyteista,1
16,2019-12-30 23:59:54,¡Mira la transmisión de mi PlayStation 4 PS4live Fortnite  live at  httpstcobWx1rn0jio,1021938552307937281,angeloproyty,1
17,2019-12-30 23:59:54,If youre feeling like The LORD has abandoned you please take time to honestly evaluate how much time youre spending alone w HIM in quiet undisturbed HEART to HEART PRAYER amp daily reading HIS WORD The Bible In our relationships w GOD amp JESUS  it isnt THEM who walk away,16557087,LarryLNichols,1
18,2019-12-30 23:59:54,First time seeing Lexx Season 1 episode 1 so I’m gonna live tweet my reactions And if the show is as bad as the choice of font for the opening credits  then we’re in trouble,373958846,anthpollock,-1
19,2019-12-30 23:59:54,RadDoodCoolTude stay still and consume thatll make you sick but at least youll gain weight  Here I am moving and skipping meals feeling sick but losing weight,1189638312836976641,purnya2,-1
20,2019-12-30 23:59:54,Check out my broadcast from my PlayStation 4 PS4live Cuisine Royale  live at  httpstcowDDuL6Okfy,1124694084659154949,JakeAkers10,1
21,2019-12-30 23:59:54,My sister asked me to stop by the drug store and pick her up some hairspray and I was like we dont even live in Baltimore  httpstcoSRz5bvgTHz,405122520,JWButta,1
22,2019-12-30 23:59:53,RipTidess I’m so glad he’s doing Live From Here now It just means we get more music than we otherwise would and with a larger scope of genres and musicians,3064502061,NoochNaggy,1
23,2019-12-30 23:59:53,Check out my broadcast from my PlayStation 4 PS4live Apex Legends  live at  httpstcoxSPlJhMIjK,1926990602,DaGamer215,1
24,2019-12-30 23:59:52,As of on the last of the 2019 my goal for next year is to go to atleast one of TWICE concert And see the 1975 live Both of which I’ve been trying to go since past few years but could not go due work and school twice the1975 if you stan these two we can friends 🤙🏻,439143342,twicewives,-1
25,2019-12-30 23:59:52,I’m feeling a ton better I think I’m gonna set up and stream tonight around 10pm EST Regular stream schedule will be posted soon,59346869,nateh8syou,1
26,2019-12-30 23:59:52,That’s not good 😬 holiday destination 200km from where I live 😥  httpstcoQOkMHTUcat,937559984728039427,Carla_SHA_2,-1
27,2019-12-30 23:59:52,I’m still live Come hang out and watch me fail miserable 🥀  Twitch in bio,2366014144,SadBoyGloomyTTV,-1
28,2019-12-30 23:59:52,I hate feeling like this i hate feeling love I hate that its your face i wake up to I hate it that i can remember your voice your hands and warmth I just want my memories to be wiped and my heart to stop,2336532750,fitnesgothqueen,-1
29,2019-12-30 23:59:52,IndianaMike75 HarrellRyan1 Anyone public or private Black or White Yellow or Red legal or illegal African or European who doesnt love honor respect and obey the spirit of America One Christian Nation under One God Jesus doesnt deserve to live on the land of America LOVE AMERICA or leave it,354567754,revyoungskim,1
30,2019-12-30 23:59:52,Ri01300507 りーすけさん😊 まだ会えてないですねー！ 来年こそは会えますかねー？ ぜひ会ってください！！ 来年もいっぱいLIVE行って、いっぱいLACCOにパワー貰いたいですね！ 来年もよろしくお願いします！ よいお年をー😊,4356573746,miwa301030,0
31,2019-12-30 23:59:52,Oil painting  portrait day 3　LIVE  Déformer amp Abstract amp Expressionism  httpstcox1k1f727kp YouTubeさんから,94686890,monetoto,1
32,2019-12-30 23:59:52,Ang sarap sa feeling pag sinasabayan ka ng jowa mo maglaro ng ml💖,1110109052732751874,rosalez_anthony,0
33,2019-12-30 23:59:52,Check out my broadcast from my PlayStation 4 PS4live Dishonored® Definitive Edition  live at  httpstcof94phWGtPg,313702140,pea_gravel,1
34,2019-12-30 23:59:52,Overwhelmed with a feeling of gratitude as I reflect on the 2019 season So ready for 2020 and the start of a new decade More growth to come  OnePride 🦁💙 📸 MikeFerdinande  Ford Field  httpstcoLfyxLea5Z0,205497958,KaraaMariee22,1
35,2019-12-30 23:59:51,nahrainrawandzi Happy birthday nahrain 🎊🎊🎉 may all ur wishes become true inshallah youll live for 220 more years 😁 may u always live in happinessmay God always away from any misery amp unhappiness May u always be successful I wish ya all the best dude 🍻🌷💕,1498537561,RasoXoshnaw,1
36,2019-12-30 23:59:51,Ugh I hate when a dude act so clingy and I’ve already told them I’m not feeling them So cringe,346186506,SCREAMIN_Agyeei,-1
37,2019-12-30 23:59:51,🔴 LIVE PODCAST BBS Radio Station 1 on Spreaker  httpstco4W5Ua8sMQR,18014996,BBSRadio,1
38,2019-12-30 23:59:51,IneloquentGirl Youre too kind Genevieve 😉😂 I need to get on it though Im going to make an Analog Amber shirt for the next GCP live,15195110,analog_amber,1
39,2019-12-30 23:59:51,I have a good feeling of whats in store for my future,1196363443827286016,fatfunkyfruit,1
40,2019-12-30 23:59:50,jayrashad83 CoachRick57 PhenomHoops You not the only one Cuz I got a walking Tool Box Proven winner Champ MVP but people prefer gas amp dunks From da live streams to da “reporters” We gonna make it out tho Can’t stop Destiny FamilyTies We leaving that quiet mess in 2019 Upp’n it from here on out OnMe 💯,886018937049272321,TravMac7997,-1
41,2019-12-30 23:59:50,Check out my broadcast from my PlayStation 4 PS4live Fortnite  live at  httpstcoI7eesDc3Lg,884096805436346368,SloppysGtaMods,1
42,2019-12-30 23:59:50,deckerfreeman realDonaldTrump MickMulvaneyOMB AmbJohnBolton WHY WOULD U SAY “CHOKE ON THAT” That statement u made is a PERFECT example of US citizens U amp me BOTH having a civil conversation While U R sitting in church next time remember that wish I have stage 4 cancer amp wasn’t supposed to live this long UR keeping the US divided,1011320273214337024,guyzlkeme,1
43,2019-12-30 23:59:50,Come and see Hu〽️BLeLeel🌚🦉s LIVE in BIGOLIVE    httpstcoFj9QbLgtb3  httpstcoRjto5YZoFy,1192586272860188674,sharesroyal,1
44,2019-12-30 23:59:50,Im not feeling anything lately Nothing sounds fun or worthwhile,103507124,toxicshelly,1
45,2019-12-30 23:59:49,After the holidays we all need some time to relax and be able head into the New Year feeling recharged ⁣ ⁣ Our Suites and Specialty Rooms are just the place to do so ⁣  ⁣Book your suite escape here👉  httpstcop8ijJTNyXI  📷 samhorine ⁣ fairmonthotels suitelife  httpstcoIiCvbeWDMG,21822577,FairmontEmpress,1
46,2019-12-30 23:59:49,angelgirl1077 If you live in a society you have to abide by societys rules,761157559067770880,r_graus,1
47,2019-12-30 23:59:49,MissouriState now offers all of our graduate educational leadership classes using Zoom streaming technology  Take classes live from home Check out Prepare For School Leadership Now  httpstcobFRhh9TJ7p,2387164387,JonTurnerEdD,1
48,2019-12-30 23:59:49,perguntaram pro ten pq você está fazendo uma live se você não pergunta nada depois o ten falou eu só queria encontrar todos vocês e encerrou a live mano o ten é uma pessoa tão incrível como vocês falam isso pra ele ele se importa tanto com a gente  httpstco2XlnhUl4L2,1051328019690868738,hwangville,1
49,2019-12-30 23:59:49,Check out my broadcast from my PlayStation 4 PS4live The Last of Us™ Remastered  live at  httpstcoeqs5H53yta,503575018,JeyzusYt,1
50,2019-12-30 23:59:49,Now Playing On Carpe Diem Live Radio YNG Kizzy ft Kells amp Qween Kharma  Ride seedamoment  musicizworldwide,898262790858842113,carpediemmgt,1
51,2019-12-30 23:59:49,Live broadcasting community  httpstcoMMW2DFWDg9  httpstcoNoegWNYGTv,1201187766161330187,Burgah_mcr,1
52,2019-12-30 23:59:48,YuaXIII lol i remember that from Inuyasha and Ookami im feeling VERY old now,1013067493,RerinKin,1
53,2019-12-30 23:59:48,Feeling left out because everyone in my new town has all these traditional family names and nobody even tries to pronounce my cursed unspeakable name bestowed upon me by a powerful witch,1149987625635176448,Trisarahjtops,1
54,2019-12-30 23:59:48,『大晦日に自由人の歌と雑談🍱』 Layla♬⋆さんのMixChannel LIVEに参加しよう！ ミクチャ  httpstcomtIdNLgAyA,1104591013086031872,wg8nY89HJV6Bwft,0
55,2019-12-30 23:59:48,Outside Its getting big on the North Shore of Oahu Hawaii as XL swell fills in  get the latest on the surf watch Pipeline live and more in the SwellAlert  httpstcoJfYMNrM41E  httpstcooXLkNsg1Yi,14377563,surfline,1
56,2019-12-30 23:59:47,Siracusa maltempo live protezionecivile  httpstcoFWhdJegRSA,75213813,g_sr,1
57,2019-12-30 23:59:47,okitanoniisan i was vagetweeting all of you  Cant believe you had the audacity of answering heh thank you i really appreciate 🥺🥺🥺💕 i was feeling a bit down about my art lately but seeing yall say such nice things about it unprompted made me go 😳😳❣,1176787629498675200,Hbishiki,1
58,2019-12-30 23:59:47,We are live Join us for coverage of todays top stories Watch here  httpstcoP7a6WQPW0q  httpstcoMEFX0pGpqm,50836936,WTOKTV,1
59,2019-12-30 23:59:47,If you want to tell me anything before 2020 do it before 145 PM tomorrow FSU plays at 2 and I have a feeling theyre going to let me down one more time this decade,389809083,18_wheeeler,1
60,2019-12-30 23:59:47,何泊すんねんお前って荷物で東京向かいます、これあゆバック持ってるけど1泊2日です🤗 LIVEってなんでこんな荷物多くなるんかね？？私だけかね？？笑 新幹線で寝て髪も顔もしっかり作って16時頃会場に着く目安で💪 楽しみすぎる〜  httpstco5DXpnBG5u9,900929209052221442,ponnyan22,0
61,2019-12-30 23:59:47,quiero escuchar el live in buenos aires pero voy a llorar y no quiero,450643313,mendesinsxane,1
62,2019-12-30 23:59:46,Coming up on KSTP  we’re live from Tampa with a massive group of Gophers fans who are making the most of OutbackBowl week  You’ll feel warmer just by watching  httpstcoE7dfjdSG4N,21704625,ChrisLongKSTP,1
63,2019-12-30 23:59:46,They end up becoming close friends despite their differences Werewolves dont live forever though but Leonard stays in contact with and helps Simons grandchildren wherever he can 🥺,732698580214026240,artnyarn,1
64,2019-12-30 23:59:46,Don’t put yo feeling in nothing u can’t control Get a bankroll amp keep it goin fuck that other shit,1211484321279664128,fastlanezax1,-1
65,2019-12-30 23:59:46,Ese feeling cuando piensas en alguien y al minuto te manda mensaje 👌,408580542,cecimtz_,0
66,2019-12-30 23:59:46,NudaleKawonu 🥺 shipping is hella expensive and I live with 7 others,1036569298343346176,oppresseddingy,-1
67,2019-12-30 23:59:45,If people were to live a day in my life prehaps i might be better understood,946185750,DanStacey390,1
68,2019-12-30 23:59:45,Hey all Going live right now on ApexLegends  We will be trying to climb up the ranked ladder Come check it out  httpstcoJRVOQYOGKS,1190729158932008960,Laid2Rest_ttv,1
69,2019-12-30 23:59:45,Live broadcasting community  httpstcokqF1f8k0O2  httpstcok51smTA37B,1281215371,Bossdiva71,1
70,2019-12-30 23:59:45,Check out my broadcast from my PlayStation 4 PS4live Call of Duty® Modern Warfare®  live at  httpstcoE91i1GO25p,906019322908131329,SkempLAWD,1
71,2019-12-30 23:59:45,ayumi0512live 検索より失礼します。 良ければ教えて欲しいです。,1017410755228925953,gJzt5aVPrdKp2RM,0
72,2019-12-30 23:59:45,kryptoklepto Debicas50 cryptosthanos I wanted solar panels so I can make use of the sun in powering the nearby village close to where I live,3647740459,myicekale,1
73,2019-12-30 23:59:44,kurtfearnley I have torn feeling towards the fireworks display in Sydney Of course we could all complain about the money thats spent to put on the show but Also we shouldnt surrender  feeling positive that money will be raised for Aid in Sydneys biggest money spinner,763842935842443264,xXxMiSsYxXx1,1
74,2019-12-30 23:59:44,2 In Tallinn LittleZeus gave marzipan another shot and concluded that the next time shes not feeling well shell simply follow historical precedent and devour a dose or two bondandthomas  httpstcoTzjwOdxGze,17884529,seancarlson,0
75,2019-12-30 23:59:44,urgaakR6 envoi le live ,1154944878557745153,_WhitY__,1
76,2019-12-30 23:59:44,¡Echa un vistazo a mi transmisión desde mi PlayStation 4 PS4live Fortnite  live at  httpstco66kMb5NwX3,1183760226652246016,BagVa4,1
77,2019-12-30 23:59:43,Just because I live in Arizona let be known we have temps in zero range cold weather and snow,789932147800879104,Pegasus12164,-1
78,2019-12-30 23:59:43,kinsellawarren Mmm Not only the gravely ill People who feel overwhelmed with lifes circumstances just want to get thru the holidays Be kind to each other and reach out for help if feeling overwhelmed,752160574692261888,dmck1957,-1
79,2019-12-30 23:59:43,Sometimes I’ve been feeling anxious that my heart feels like it’s about to pop out my chest My body starts shaking and I have no control over my own mindset,728936592253968384,NewLooneyTune,1
80,2019-12-30 23:59:43,Just went live Come hang out and have fun with me  httpstco2HFFKeveZi,1052356828728823808,LinesGamess,1
81,2019-12-30 23:59:43,naomassmass ありがとう💛  こちらこそ🥰仲良くしてくれてありがとう〜🙌🏻💜なおちゃんと沢山お話出来て💗LIVEにもご一緒できて本当に素敵な1年だった〜また来年もよろしくお願いします💚 まっすーに早く会いたいね🥺💛,1592466391,massheromass74,0
82,2019-12-30 23:59:43,McKenna Dale knocks down the triple Bears have hit 1021 3PT 476  End 3Q  USF 51 Brown 47  Watch Live  httpstcoBnyC9yaedX  GoBruno IvyHoops  httpstcoihLhxsc280,70968451,BrownHoops,-1
83,2019-12-30 23:59:43,and Im a shadow of a ghost Its feeling as if somebody has taken host babe I dont wanna make a scene but I get selfdestructive and its driving you away Its driving you away piece by piece nemesisvajseli,799005296626716679,allardkarev,0
84,2019-12-30 23:59:42,juralive ワールドフリッパーおすすめです,1198883849922473986,hurryuphem,0
85,2019-12-30 23:59:42,Important note from being here live she rules,170194095,andytaylor6,1
86,2019-12-30 23:59:42,‼️Korea Storytime‼️  my old science teacher used to teach and live in korea he didn’t know korean very fluently so one time he was taking a taxi and he used extremely informal language and he had no idea and the taxi driver slap the absolute shit outta him   should do more,1175542544706523139,jiminspinkjuul,1
87,2019-12-30 23:59:42,Attempted ice skating at the Rockerfella rink and avoided breaking my ankles Still feeling sore though  httpstcoxl7ZLKHHNJ,1524903416,WA_Bomber,0
88,2019-12-30 23:59:41,hailpeezy me announcing my reason to live 😂,381271060,la_malaaa,1
89,2019-12-30 23:59:41,randyportillo60 Stop feeling sorry for yourself already let’s get money,2280357031,real_cntrvrsy,-1
90,2019-12-30 23:59:41,my mom is on the phone with his mom and shes super aware of how fucked up he is in the head and apparently theres even more to it that i had no fucking clue about  oh god the shit i overheard them talking about has me FEELING ACTUAL DREAD,1136536682507964416,Ri_Wee,1
91,2019-12-30 23:59:41,If you live in northern Michigan you will need to know this tonight  httpstcoQRTlXrJI0e,3088874254,david_milarch,1
92,2019-12-30 23:59:41,arttavana Bro why don’t you go back to making a difference in the world like live tweeting your acid trips That was revolutionary and will surely change the world in a positive way,721392583,OutsideDog,1
93,2019-12-30 23:59:41,dazzo716 I dont think that gentleman could live without his Cable tv flip phone or microwave so I call bullshit,20001516,buffalocentric,1
94,2019-12-30 23:59:41,Eagles  Peaceful easy feeling  httpstco7FWr0U1IY5 via YouTube,382485032,groovy_nights,1
95,2019-12-30 23:59:41,Check out my broadcast from my PlayStation 4 PS4live Fortnite  live at  httpstcolssOYrfqTO,1185291878725382144,ttvbigd,1
96,2019-12-30 23:59:41,Live w yamsbot BeachHead bouta hit pred soon so come thru Live till sun rise 👀⛅️   httpstcoq4CnNbdPzy  httpstcoIhYCkfscP2,753037564039294976,Vatroh,1
97,2019-12-30 23:59:41,TanyaAGT Funnily enough I had a drop of tea tree in too Thyme is meant to be good for strep A though I’m currently in too much pain to talk or swallow even after 4 each of nurofen and panadol so am drooling into tissues and praying I wake up feeling better 😆,115070532,fenifur,1
98,2019-12-30 23:59:41,PlayStation 4からブロードキャストを始めました！ PS4live BIOHAZARD RE2 Z Version  live at  httpstcoLBKuFrfPqn,1866058856,majimekun3_,1
99,2019-12-30 23:59:40,melanylolee Posta simmmmm vc cantando na live foi incrível não tenha vergonha do seu talento que é maravilhoso♥️,1140756466204381185,Eduardo61189391,1
